"Kod TERYT";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"061906";"gm. Włodawa";"włodawski";"lubelskie";"4434";"4763";"1901";"2533";"0";"36";"0";"0";"0";"0";"0";"0";"0";"2533";"0";"0";"2533";"43";"26";"17";"0";"2490";"344";"";"146";"450";"";"1347";"";"176";"27";""
"061907";"gm. Wola Uhruska";"włodawski";"lubelskie";"2960";"3219";"1365";"1595";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1595";"0";"0";"1595";"30";"25";"5";"0";"1565";"209";"";"95";"294";"";"878";"";"78";"11";""
"061908";"gm. Wyryki";"włodawski";"lubelskie";"2013";"2192";"966";"1047";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1047";"0";"0";"1047";"22";"20";"2";"0";"1025";"95";"";"54";"213";"";"587";"";"62";"14";""
"062001";"gm. Adamów";"zamojski";"lubelskie";"3636";"3998";"1483";"2153";"7";"11";"0";"0";"0";"0";"0";"0";"0";"2153";"0";"0";"2153";"50";"38";"12";"0";"2103";"127";"";"109";"224";"";"1536";"";"87";"20";""
"062002";"gm. Grabowiec";"zamojski";"lubelskie";"3140";"3457";"1525";"1615";"13";"17";"1";"1";"0";"0";"0";"0";"1";"1616";"1";"0";"1616";"24";"15";"9";"0";"1592";"83";"";"55";"232";"";"1179";"";"34";"9";""
"062003";"gm. Komarów-Osada";"zamojski";"lubelskie";"3819";"4131";"1507";"2311";"10";"12";"0";"0";"0";"0";"0";"0";"0";"2311";"0";"0";"2311";"32";"20";"12";"0";"2279";"108";"";"88";"514";"";"1445";"";"109";"15";""
"062004";"gm. Krasnobród";"zamojski";"lubelskie";"5487";"5783";"2030";"3457";"3";"63";"0";"0";"0";"0";"0";"0";"0";"3456";"0";"0";"3456";"50";"37";"13";"0";"3406";"169";"";"167";"381";"";"2516";"";"148";"25";""
"062005";"gm. Łabunie";"zamojski";"lubelskie";"4620";"5024";"1749";"2871";"15";"14";"0";"0";"0";"0";"0";"0";"0";"2871";"0";"0";"2871";"21";"15";"6";"0";"2850";"178";"";"170";"275";"";"2090";"";"115";"22";""
"062006";"gm. Miączyn";"zamojski";"lubelskie";"4312";"4711";"2038";"2274";"10";"22";"0";"0";"0";"0";"0";"0";"0";"2274";"0";"0";"2274";"63";"52";"11";"0";"2211";"79";"";"90";"520";"";"1415";"";"88";"19";""
"062007";"gm. Nielisz";"zamojski";"lubelskie";"4247";"4676";"1919";"2328";"7";"15";"0";"0";"0";"0";"0";"0";"0";"2328";"0";"0";"2328";"34";"29";"5";"0";"2294";"131";"";"74";"374";"";"1592";"";"102";"21";""
"062008";"gm. Radecznica";"zamojski";"lubelskie";"4537";"4852";"2048";"2489";"6";"10";"1";"1";"0";"0";"0";"0";"1";"2489";"1";"1";"2488";"30";"21";"9";"0";"2458";"75";"";"136";"289";"";"1806";"";"104";"48";""
"062009";"gm. Sitno";"zamojski";"lubelskie";"4962";"5329";"2096";"2866";"4";"13";"0";"0";"0";"0";"0";"0";"0";"2866";"0";"0";"2866";"35";"24";"11";"0";"2831";"185";"";"165";"248";"";"2097";"";"106";"30";""
"062010";"gm. Skierbieszów";"zamojski";"lubelskie";"3860";"4213";"1650";"2210";"15";"18";"0";"0";"0";"0";"0";"0";"0";"2210";"0";"0";"2210";"53";"32";"21";"0";"2157";"140";"";"104";"184";"";"1633";"";"86";"10";""
"062011";"gm. Stary Zamość";"zamojski";"lubelskie";"3928";"4261";"1542";"2386";"17";"20";"0";"0";"0";"0";"0";"0";"0";"2386";"0";"0";"2386";"30";"19";"11";"0";"2356";"140";"";"141";"276";"";"1642";"";"129";"28";""
"062012";"gm. Sułów";"zamojski";"lubelskie";"3449";"3747";"1580";"1869";"3";"18";"0";"0";"0";"0";"0";"0";"0";"1869";"0";"0";"1869";"21";"13";"8";"0";"1848";"168";"";"87";"184";"";"1281";"";"76";"52";""
"062013";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"8481";"9197";"3826";"4655";"4";"97";"0";"0";"0";"0";"0";"0";"0";"4649";"0";"0";"4649";"86";"66";"20";"0";"4563";"421";"";"174";"385";"";"2947";"";"270";"366";""
"062014";"gm. Zamość";"zamojski";"lubelskie";"17014";"18404";"6484";"10530";"10";"53";"1";"1";"0";"0";"0";"0";"1";"10529";"1";"0";"10529";"111";"61";"50";"0";"10418";"1331";"";"756";"1375";"";"6101";"";"732";"123";""
"062015";"gm. Zwierzyniec";"zamojski";"lubelskie";"5123";"5481";"2355";"2767";"2";"39";"0";"0";"0";"0";"0";"0";"0";"2768";"0";"0";"2768";"34";"26";"8";"0";"2734";"397";"";"111";"351";"";"1591";"";"240";"44";""
"066101";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"41682";"44418";"14280";"27402";"38";"231";"2";"2";"0";"0";"0";"0";"2";"27395";"2";"1";"27394";"176";"96";"80";"0";"27218";"8794";"";"1821";"1568";"";"13100";"";"1667";"268";""
"066201";"m. Chełm";"Chełm";"lubelskie";"46764";"49999";"18396";"28368";"32";"168";"9";"9";"0";"0";"0";"0";"9";"28376";"9";"0";"28376";"234";"136";"98";"0";"28142";"8252";"";"1774";"1744";"";"12991";"";"3112";"269";""
"066301";"m. Lublin";"Lublin";"lubelskie";"240569";"262775";"66469";"174097";"240";"2160";"50";"50";"3";"0";"0";"0";"47";"174088";"47";"15";"174073";"1028";"502";"526";"0";"173045";"55194";"";"13486";"9609";"";"73579";"";"18719";"2458";""
"066401";"m. Zamość";"Zamość";"lubelskie";"46892";"50726";"17976";"28917";"31";"347";"2";"1";"0";"0";"0";"0";"1";"28913";"1";"6";"28907";"212";"123";"89";"0";"28695";"5990";"";"1725";"3122";"";"14093";"";"3398";"367";""
"080101";"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";"12118";"13248";"4081";"8037";"5";"39";"0";"0";"0";"0";"0";"0";"0";"8037";"0";"1";"8036";"121";"81";"40";"0";"7915";"2532";"";"644";"909";"";"2359";"";"1471";"";""
"080102";"gm. Bogdaniec";"gorzowski";"lubuskie";"4939";"5428";"1831";"3108";"4";"8";"1";"1";"0";"0";"0";"0";"1";"3109";"1";"0";"3109";"38";"29";"9";"0";"3071";"969";"";"178";"320";"";"1208";"";"396";"";""
"080103";"gm. Deszczno";"gorzowski";"lubuskie";"6760";"7421";"2570";"4190";"4";"20";"0";"0";"0";"0";"0";"0";"0";"4188";"0";"0";"4188";"51";"31";"20";"0";"4137";"1252";"";"346";"306";"";"1657";"";"576";"";""
"080104";"gm. Kłodawa";"gorzowski";"lubuskie";"6019";"6529";"1726";"4293";"3";"49";"0";"0";"0";"0";"0";"0";"0";"4292";"0";"0";"4292";"63";"42";"21";"0";"4229";"1726";"";"322";"462";"";"1199";"";"520";"";""
"080105";"gm. Lubiszyn";"gorzowski";"lubuskie";"4830";"5366";"2159";"2671";"2";"7";"0";"0";"0";"0";"0";"0";"0";"2671";"0";"0";"2671";"55";"37";"18";"0";"2616";"762";"";"226";"279";"";"1009";"";"340";"";""
"080106";"gm. Santok";"gorzowski";"lubuskie";"6100";"6684";"2402";"3698";"2";"14";"0";"0";"0";"0";"0";"0";"0";"3698";"0";"0";"3698";"56";"39";"17";"0";"3642";"1261";"";"282";"358";"";"1300";"";"441";"";""
"080107";"gm. Witnica";"gorzowski";"lubuskie";"8963";"9802";"3982";"4981";"3";"34";"0";"0";"0";"0";"0";"0";"0";"4980";"0";"0";"4980";"101";"69";"32";"0";"4879";"1219";"";"422";"429";"";"1856";"";"953";"";""
"080201";"m. Gubin";"krośnieński";"lubuskie";"11658";"12640";"4684";"6974";"8";"57";"1";"1";"0";"0";"0";"0";"1";"6975";"1";"0";"6975";"101";"64";"37";"0";"6874";"1942";"";"411";"1420";"";"1770";"";"1331";"";""
"080202";"gm. Bobrowice";"krośnieński";"lubuskie";"2340";"2545";"1048";"1292";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1292";"0";"0";"1292";"28";"22";"6";"0";"1264";"303";"";"74";"259";"";"482";"";"146";"";""
"080203";"gm. Bytnica";"krośnieński";"lubuskie";"1800";"1962";"949";"851";"1";"12";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"21";"20";"1";"0";"830";"206";"";"30";"153";"";"352";"";"89";"";""
"080204";"gm. Dąbie";"krośnieński";"lubuskie";"3539";"3934";"1487";"2052";"1";"9";"0";"0";"0";"0";"0";"0";"0";"2052";"0";"0";"2052";"59";"51";"8";"0";"1993";"333";"";"105";"716";"";"699";"";"140";"";""
"080205";"gm. Gubin";"krośnieński";"lubuskie";"5260";"5726";"2562";"2698";"4";"16";"0";"0";"0";"0";"0";"0";"0";"2698";"0";"0";"2698";"76";"60";"16";"0";"2622";"539";"";"152";"732";"";"941";"";"258";"";""
"080206";"gm. Krosno Odrzańskie";"krośnieński";"lubuskie";"12780";"13878";"4889";"7891";"5";"46";"0";"0";"0";"0";"0";"0";"0";"7888";"0";"0";"7888";"126";"93";"33";"0";"7762";"2597";"";"363";"1454";"";"2398";"";"950";"";""
"080207";"gm. Maszewo";"krośnieński";"lubuskie";"2050";"2234";"1001";"1048";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"13";"7";"6";"0";"1035";"191";"";"35";"277";"";"445";"";"87";"";""
"080301";"gm. Bledzew";"międzyrzecki";"lubuskie";"3150";"3467";"1389";"1761";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1761";"0";"0";"1761";"51";"36";"15";"0";"1710";"400";"";"110";"243";"";"738";"";"219";"";""
"080302";"gm. Międzyrzecz";"międzyrzecki";"lubuskie";"18298";"19717";"6862";"11436";"9";"86";"0";"0";"0";"0";"0";"0";"0";"11435";"0";"0";"11435";"146";"100";"46";"0";"11289";"3147";"";"781";"1643";"";"3538";"";"2180";"";""
"080303";"gm. Przytoczna";"międzyrzecki";"lubuskie";"3969";"4392";"1675";"2294";"2";"15";"0";"0";"0";"0";"0";"0";"0";"2294";"0";"1";"2293";"66";"52";"14";"0";"2227";"810";"";"187";"233";"";"783";"";"214";"";""
"080304";"gm. Pszczew";"międzyrzecki";"lubuskie";"3056";"3452";"1180";"1876";"1";"49";"0";"0";"0";"0";"0";"0";"0";"1875";"0";"0";"1875";"62";"42";"20";"0";"1813";"443";"";"132";"254";"";"745";"";"239";"";""
"080305";"gm. Skwierzyna";"międzyrzecki";"lubuskie";"8720";"9495";"3381";"5339";"6";"58";"2";"2";"0";"0";"0";"0";"2";"5340";"2";"0";"5340";"85";"59";"26";"0";"5255";"1637";"";"414";"541";"";"1807";"";"856";"";""
"080306";"gm. Trzciel";"międzyrzecki";"lubuskie";"4637";"5137";"1911";"2726";"9";"28";"0";"0";"0";"0";"0";"0";"0";"2723";"0";"0";"2723";"58";"49";"9";"0";"2665";"541";"";"146";"688";"";"974";"";"316";"";""
"080401";"m. Nowa Sól";"nowosolski";"lubuskie";"27079";"29203";"9246";"17833";"22";"90";"5";"5";"1";"0";"0";"0";"4";"17822";"4";"4";"17818";"274";"138";"136";"0";"17544";"5793";"";"1328";"1716";"";"6006";"";"2701";"";""
"080402";"gm. Bytom Odrzański";"nowosolski";"lubuskie";"3870";"4189";"1630";"2240";"4";"11";"1";"1";"0";"0";"0";"0";"1";"2241";"1";"0";"2241";"37";"15";"22";"0";"2204";"690";"";"159";"255";"";"807";"";"293";"";""
"080403";"gm. Kolsko";"nowosolski";"lubuskie";"2420";"2693";"1051";"1369";"1";"50";"0";"0";"0";"0";"0";"0";"0";"1369";"0";"0";"1369";"44";"29";"15";"0";"1325";"277";"";"98";"172";"";"582";"";"196";"";""
"080404";"gm. Kożuchów";"nowosolski";"lubuskie";"11220";"12268";"4830";"6390";"7";"25";"0";"0";"0";"0";"0";"0";"0";"6390";"0";"1";"6389";"114";"84";"30";"0";"6275";"1842";"";"480";"646";"";"2447";"";"860";"";""
"080405";"gm. Nowa Sól";"nowosolski";"lubuskie";"4961";"5461";"1904";"3055";"0";"13";"0";"0";"0";"0";"0";"0";"0";"3055";"0";"2";"3053";"54";"32";"22";"0";"2999";"698";"";"200";"518";"";"1236";"";"347";"";""
"080406";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"3830";"4167";"1675";"2155";"5";"3";"0";"0";"0";"0";"0";"0";"0";"2153";"0";"0";"2153";"36";"25";"11";"0";"2117";"404";"";"159";"290";"";"1000";"";"264";"";""
"080407";"gm. Otyń";"nowosolski";"lubuskie";"4879";"5359";"1800";"3079";"3";"7";"0";"0";"0";"0";"0";"0";"0";"3079";"0";"0";"3079";"62";"40";"22";"0";"3017";"1003";"";"249";"320";"";"1096";"";"349";"";""
"080408";"gm. Siedlisko";"nowosolski";"lubuskie";"2440";"2742";"1152";"1288";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1288";"0";"0";"1288";"28";"17";"11";"0";"1260";"251";"";"75";"221";"";"602";"";"111";"";""
"080501";"gm. Cybinka";"słubicki";"lubuskie";"4690";"5124";"2207";"2482";"5";"8";"0";"0";"0";"0";"0";"0";"0";"2482";"0";"1";"2481";"69";"61";"8";"0";"2412";"498";"";"156";"536";"";"935";"";"287";"";""
"080502";"gm. Górzyca";"słubicki";"lubuskie";"3000";"3300";"1369";"1631";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1631";"0";"0";"1631";"49";"37";"12";"0";"1582";"408";"";"148";"148";"";"684";"";"194";"";""
"080503";"gm. Ośno Lubuskie";"słubicki";"lubuskie";"4550";"4957";"2062";"2488";"4";"9";"0";"0";"0";"0";"0";"0";"0";"2487";"0";"0";"2487";"52";"30";"22";"0";"2435";"1104";"";"160";"156";"";"777";"";"238";"";""
"080504";"gm. Rzepin";"słubicki";"lubuskie";"6860";"7457";"2913";"3947";"3";"9";"0";"0";"0";"0";"0";"0";"0";"3947";"0";"0";"3947";"70";"54";"16";"0";"3877";"1210";"";"263";"352";"";"1431";"";"621";"";""
"080505";"gm. Słubice";"słubicki";"lubuskie";"13718";"15159";"4831";"8887";"1";"183";"0";"0";"0";"0";"0";"0";"0";"8886";"0";"0";"8886";"112";"81";"31";"0";"8774";"3342";"";"638";"650";"";"2333";"";"1811";"";""
"080601";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";"4796";"5300";"2256";"2540";"7";"28";"0";"0";"0";"0";"0";"0";"0";"2540";"0";"0";"2540";"45";"29";"16";"0";"2495";"587";"";"155";"326";"";"1088";"";"339";"";""
"080602";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"12200";"13418";"5137";"7063";"3";"42";"2";"2";"0";"0";"0";"0";"2";"7065";"2";"0";"7065";"91";"66";"25";"0";"6974";"2058";"";"446";"655";"";"2857";"";"958";"";""
"080603";"gm. Stare Kurowo";"strzelecko-drezdenecki";"lubuskie";"2908";"3190";"1427";"1481";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1481";"0";"0";"1481";"35";"31";"4";"0";"1446";"361";"";"82";"227";"";"611";"";"165";"";""
"080604";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"12067";"13196";"5043";"7024";"7";"40";"0";"0";"0";"0";"0";"0";"0";"7023";"0";"0";"7023";"112";"90";"22";"0";"6911";"1893";"";"357";"1430";"";"2376";"";"855";"";""
"080605";"gm. Zwierzyn";"strzelecko-drezdenecki";"lubuskie";"3120";"3418";"1499";"1621";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1620";"0";"0";"1620";"54";"40";"14";"0";"1566";"289";"";"90";"374";"";"675";"";"138";"";""
"080701";"gm. Krzeszyce";"sulęciński";"lubuskie";"3360";"3660";"1442";"1918";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1917";"0";"0";"1917";"32";"18";"14";"0";"1885";"429";"";"187";"316";"";"737";"";"216";"";""
"080702";"gm. Lubniewice";"sulęciński";"lubuskie";"2320";"2564";"1054";"1266";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1266";"0";"0";"1266";"26";"19";"7";"0";"1240";"375";"";"75";"141";"";"473";"";"176";"";""
"080703";"gm. Słońsk";"sulęciński";"lubuskie";"3576";"3875";"1665";"1911";"4";"14";"0";"0";"0";"0";"0";"0";"0";"1911";"0";"0";"1911";"63";"50";"13";"0";"1848";"461";"";"199";"156";"";"814";"";"218";"";""
"080704";"gm. Sulęcin";"sulęciński";"lubuskie";"10970";"11905";"4432";"6538";"8";"40";"1";"1";"0";"0";"0";"0";"1";"6538";"1";"0";"6538";"116";"74";"42";"0";"6422";"1742";"";"456";"588";"";"2657";"";"979";"";""
"080705";"gm. Torzym";"sulęciński";"lubuskie";"4930";"5273";"2477";"2453";"3";"38";"0";"0";"0";"0";"0";"0";"0";"2453";"0";"0";"2453";"66";"54";"12";"0";"2387";"743";"";"141";"310";"";"869";"";"324";"";""
"080801";"gm. Lubrza";"świebodziński";"lubuskie";"2550";"2796";"1055";"1495";"1";"21";"0";"0";"0";"0";"0";"0";"0";"1495";"0";"0";"1495";"39";"29";"10";"0";"1456";"390";"";"109";"174";"";"556";"";"227";"";""
"080802";"gm. Łagów";"świebodziński";"lubuskie";"3680";"4031";"1602";"2078";"4";"41";"0";"0";"0";"0";"0";"0";"0";"2078";"0";"0";"2078";"64";"50";"14";"0";"2014";"669";"";"181";"193";"";"709";"";"262";"";""
"080803";"gm. Skąpe";"świebodziński";"lubuskie";"3684";"4026";"1597";"2087";"0";"23";"1";"1";"0";"0";"0";"0";"1";"2087";"1";"1";"2086";"42";"32";"10";"0";"2044";"595";"";"137";"292";"";"730";"";"290";"";""
"080804";"gm. Szczaniec";"świebodziński";"lubuskie";"2779";"3091";"1171";"1608";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1608";"0";"0";"1608";"27";"22";"5";"0";"1581";"271";"";"95";"297";"";"754";"";"164";"";""
"080805";"gm. Świebodzin";"świebodziński";"lubuskie";"21269";"22680";"8334";"12935";"14";"84";"2";"2";"0";"0";"0";"0";"2";"12935";"2";"0";"12935";"152";"117";"35";"0";"12783";"4201";"";"957";"1574";"";"4317";"";"1734";"";""
"080806";"gm. Zbąszynek";"świebodziński";"lubuskie";"5871";"6350";"2070";"3801";"3";"20";"1";"1";"0";"0";"0";"0";"1";"3802";"1";"0";"3802";"63";"49";"14";"0";"3739";"1072";"";"309";"520";"";"1241";"";"597";"";""
"080901";"gm. Babimost";"zielonogórski";"lubuskie";"4441";"4902";"1561";"2880";"2";"36";"0";"0";"0";"0";"0";"0";"0";"2880";"0";"0";"2880";"42";"25";"17";"0";"2838";"845";"";"215";"303";"";"964";"";"511";"";""
"080902";"gm. Bojadła";"zielonogórski";"lubuskie";"2380";"2606";"1118";"1262";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1262";"0";"0";"1262";"49";"36";"13";"0";"1213";"287";"";"119";"136";"";"493";"";"178";"";""
"080903";"gm. Czerwieńsk";"zielonogórski";"lubuskie";"6983";"7622";"2700";"4283";"1";"22";"0";"0";"0";"0";"0";"0";"0";"4283";"0";"0";"4283";"87";"69";"18";"0";"4196";"1186";"";"324";"538";"";"1452";"";"696";"";""
"080904";"gm. Kargowa";"zielonogórski";"lubuskie";"4180";"4583";"1663";"2517";"3";"24";"0";"0";"0";"0";"0";"0";"0";"2517";"0";"0";"2517";"31";"17";"14";"0";"2486";"606";"";"151";"497";"";"858";"";"374";"";""
"080905";"gm. Nowogród Bobrzański";"zielonogórski";"lubuskie";"7389";"8001";"3154";"4235";"1";"13";"1";"1";"0";"0";"0";"0";"1";"4236";"1";"1";"4235";"102";"71";"31";"0";"4133";"1287";"";"299";"505";"";"1436";"";"606";"";""
"080906";"gm. Sulechów";"zielonogórski";"lubuskie";"18429";"19780";"6821";"11608";"20";"67";"0";"0";"0";"0";"0";"0";"0";"11607";"0";"3";"11604";"134";"84";"50";"0";"11470";"3724";"";"952";"911";"";"3805";"";"2078";"";""
"080907";"gm. Świdnica";"zielonogórski";"lubuskie";"4710";"5144";"1440";"3269";"0";"22";"0";"0";"0";"0";"0";"0";"0";"3269";"0";"0";"3269";"31";"17";"14";"0";"3238";"1058";"";"185";"500";"";"934";"";"561";"";""
"080908";"gm. Trzebiechów";"zielonogórski";"lubuskie";"2350";"2564";"1122";"1228";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1228";"0";"0";"1228";"58";"41";"17";"0";"1170";"308";"";"111";"141";"";"453";"";"157";"";""
"080909";"gm. Zabór";"zielonogórski";"lubuskie";"2965";"3285";"931";"2034";"3";"7";"4";"4";"0";"0";"0";"0";"4";"2037";"4";"1";"2036";"53";"35";"18";"0";"1983";"705";"";"149";"248";"";"536";"";"345";"";""
"081001";"m. Gozdnica";"żagański";"lubuskie";"2263";"2416";"1160";"1103";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1103";"0";"0";"1103";"23";"16";"7";"0";"1080";"251";"";"78";"116";"";"449";"";"186";"";""
"081002";"m. Żagań";"żagański";"lubuskie";"18001";"19390";"6612";"11388";"8";"68";"3";"3";"0";"0";"0";"0";"3";"11389";"3";"0";"11389";"124";"84";"40";"0";"11265";"3462";"";"843";"1119";"";"3722";"";"2119";"";""
"081003";"gm. Brzeźnica";"żagański";"lubuskie";"2600";"2884";"1102";"1498";"6";"6";"0";"0";"0";"0";"0";"0";"0";"1498";"0";"0";"1498";"44";"35";"9";"0";"1454";"137";"";"148";"371";"";"702";"";"96";"";""
"081004";"gm. Iłowa";"żagański";"lubuskie";"4920";"5409";"2262";"2657";"1";"12";"0";"0";"0";"0";"0";"0";"0";"2656";"0";"0";"2656";"60";"45";"15";"0";"2596";"667";"";"213";"232";"";"1098";"";"386";"";""
"081005";"gm. Małomice";"żagański";"lubuskie";"3790";"4157";"1771";"2019";"5";"5";"0";"0";"0";"0";"0";"0";"0";"2017";"0";"0";"2017";"34";"26";"8";"0";"1983";"427";"";"152";"242";"";"835";"";"327";"";""
"081006";"gm. Niegosławice";"żagański";"lubuskie";"3170";"3470";"1442";"1728";"6";"15";"0";"0";"0";"0";"0";"0";"0";"1728";"0";"0";"1728";"39";"16";"23";"0";"1689";"205";"";"107";"247";"";"1007";"";"123";"";""
"081007";"gm. Szprotawa";"żagański";"lubuskie";"14820";"16044";"6712";"8108";"7";"44";"3";"3";"1";"0";"0";"0";"2";"8109";"2";"0";"8109";"111";"79";"32";"0";"7998";"2224";"";"520";"875";"";"3350";"";"1029";"";""
"081008";"gm. Wymiarki";"żagański";"lubuskie";"1680";"1801";"823";"857";"0";"1";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"19";"16";"3";"0";"838";"149";"";"66";"118";"";"389";"";"116";"";""
"081009";"gm. Żagań";"żagański";"lubuskie";"5150";"5657";"2265";"2885";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2885";"0";"0";"2885";"49";"37";"12";"0";"2836";"673";"";"257";"431";"";"1090";"";"385";"";""
"081101";"m. Łęknica";"żarski";"lubuskie";"1759";"1940";"726";"1033";"1";"23";"0";"0";"0";"0";"0";"0";"0";"1033";"0";"0";"1033";"24";"14";"10";"0";"1009";"349";"";"117";"101";"";"293";"";"149";"";""
"081102";"m. Żary";"żarski";"lubuskie";"26680";"28723";"10034";"16646";"13";"76";"4";"4";"0";"0";"0";"0";"4";"16645";"4";"1";"16644";"157";"99";"58";"0";"16487";"5919";"";"1193";"1285";"";"5429";"";"2661";"";""
"081103";"gm. Brody";"żarski";"lubuskie";"2420";"2620";"1186";"1234";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1234";"0";"0";"1234";"43";"32";"11";"0";"1191";"198";"";"77";"358";"";"401";"";"157";"";""
"081104";"gm. Jasień";"żarski";"lubuskie";"5050";"5453";"2363";"2687";"0";"8";"0";"0";"0";"0";"0";"0";"0";"2687";"0";"0";"2687";"43";"27";"16";"0";"2644";"608";"";"372";"406";"";"923";"";"335";"";""
"081105";"gm. Lipinki Łużyckie";"żarski";"lubuskie";"2340";"2569";"1092";"1248";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1248";"0";"0";"1248";"21";"14";"7";"0";"1227";"281";"";"126";"170";"";"505";"";"145";"";""
"081106";"gm. Lubsko";"żarski";"lubuskie";"13450";"14460";"6080";"7370";"4";"36";"1";"1";"0";"0";"0";"0";"1";"7369";"1";"0";"7369";"107";"68";"39";"0";"7262";"1827";"";"649";"1237";"";"2410";"";"1139";"";""
"081107";"gm. Przewóz";"żarski";"lubuskie";"2270";"2487";"1020";"1250";"1";"3";"1";"1";"0";"0";"0";"0";"1";"1250";"1";"0";"1250";"34";"21";"13";"0";"1216";"225";"";"89";"186";"";"581";"";"135";"";""
"081108";"gm. Trzebiel";"żarski";"lubuskie";"4110";"4500";"1880";"2230";"4";"14";"0";"0";"0";"0";"0";"0";"0";"2230";"0";"0";"2230";"58";"43";"15";"0";"2172";"456";"";"177";"380";"";"909";"";"250";"";""
"081109";"gm. Tuplice";"żarski";"lubuskie";"2219";"2429";"1047";"1172";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1172";"0";"0";"1172";"39";"26";"13";"0";"1133";"239";"";"91";"271";"";"366";"";"166";"";""
"081110";"gm. Żary";"żarski";"lubuskie";"8690";"9517";"3784";"4906";"5";"34";"0";"0";"0";"0";"0";"0";"0";"4906";"0";"1";"4905";"85";"67";"18";"0";"4820";"1180";"";"427";"604";"";"2014";"";"595";"";""
"081201";"gm. Sława";"wschowski";"lubuskie";"8920";"9810";"3633";"5287";"8";"69";"0";"0";"0";"0";"0";"0";"0";"5287";"0";"0";"5287";"101";"72";"29";"0";"5186";"993";"";"351";"859";"";"2242";"";"741";"";""
