"Kod TERYT";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"301007";"gm. Rychwał";"koniński";"wielkopolskie";"5994";"6565";"2346";"3648";"2";"21";"0";"0";"0";"0";"0";"0";"0";"3647";"0";"0";"3647";"62";"39";"23";"0";"3585";"350";"25";"171";"337";"";"2276";"";"426";"";""
"301008";"gm. Rzgów";"koniński";"wielkopolskie";"5211";"5606";"2039";"3172";"1";"3";"0";"0";"0";"0";"0";"0";"0";"3172";"0";"0";"3172";"44";"31";"13";"0";"3128";"501";"19";"196";"269";"";"1803";"";"340";"";""
"301009";"gm. Skulsk";"koniński";"wielkopolskie";"4492";"4899";"2137";"2355";"4";"8";"0";"0";"0";"0";"0";"0";"0";"2355";"0";"0";"2355";"58";"39";"19";"0";"2297";"308";"12";"139";"260";"";"1399";"";"179";"";""
"301010";"gm. Sompolno";"koniński";"wielkopolskie";"7560";"8292";"3125";"4435";"6";"12";"1";"1";"0";"0";"0";"0";"1";"4435";"1";"0";"4435";"100";"67";"33";"0";"4335";"473";"16";"260";"366";"";"2756";"";"464";"";""
"301011";"gm. Stare Miasto";"koniński";"wielkopolskie";"8609";"9388";"2804";"5805";"5";"29";"0";"0";"0";"0";"0";"0";"0";"5804";"0";"0";"5804";"94";"69";"25";"0";"5710";"986";"20";"326";"434";"";"2789";"";"1155";"";""
"301012";"gm. Ślesin";"koniński";"wielkopolskie";"10256";"11249";"4015";"6241";"15";"76";"0";"0";"0";"0";"0";"0";"0";"6241";"0";"0";"6241";"116";"83";"33";"0";"6125";"948";"29";"293";"928";"";"3396";"";"531";"";""
"301013";"gm. Wierzbinek";"koniński";"wielkopolskie";"5171";"5646";"2345";"2826";"0";"5";"0";"0";"0";"0";"0";"0";"0";"2826";"0";"0";"2826";"56";"37";"19";"0";"2770";"205";"11";"70";"275";"";"2082";"";"127";"";""
"301014";"gm. Wilczyn";"koniński";"wielkopolskie";"4432";"4795";"1903";"2529";"4";"17";"0";"0";"0";"0";"0";"0";"0";"2529";"0";"0";"2529";"78";"59";"19";"0";"2451";"216";"10";"107";"307";"";"1627";"";"184";"";""
"301101";"m. Kościan";"kościański";"wielkopolskie";"17802";"18789";"5528";"12274";"8";"58";"7";"7";"2";"0";"0";"0";"5";"12278";"5";"0";"12278";"191";"112";"79";"0";"12087";"4371";"";"738";"1354";"";"3721";"";"1903";"";""
"301102";"gm. Czempiń";"kościański";"wielkopolskie";"8231";"9035";"2937";"5294";"6";"23";"1";"1";"0";"0";"0";"0";"1";"5294";"1";"0";"5294";"135";"89";"46";"0";"5159";"1385";"";"411";"797";"";"1870";"";"696";"";""
"301103";"gm. Kościan";"kościański";"wielkopolskie";"11324";"12442";"4029";"7295";"3";"15";"0";"0";"0";"0";"0";"0";"0";"7295";"0";"0";"7295";"173";"99";"74";"0";"7122";"1725";"";"485";"1184";"";"2890";"";"838";"";""
"301104";"gm. Krzywiń";"kościański";"wielkopolskie";"7175";"7790";"2694";"4480";"0";"32";"0";"0";"0";"0";"0";"0";"0";"4481";"0";"1";"4480";"118";"83";"35";"0";"4362";"380";"";"198";"1315";"";"2177";"";"292";"";""
"301105";"gm. Śmigiel";"kościański";"wielkopolskie";"12525";"13638";"4939";"7586";"10";"22";"0";"0";"0";"0";"0";"0";"0";"7586";"0";"0";"7586";"186";"113";"73";"0";"7400";"1624";"";"444";"1098";"";"3299";"";"935";"";""
"301201";"m. Sulmierzyce";"krotoszyński";"wielkopolskie";"2240";"2175";"981";"1259";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1259";"0";"0";"1259";"40";"20";"20";"0";"1219";"214";"";"82";"229";"";"599";"";"95";"";""
"301202";"gm. Kobylin";"krotoszyński";"wielkopolskie";"5782";"6281";"2408";"3374";"3";"9";"0";"0";"0";"0";"0";"0";"0";"3374";"0";"0";"3374";"90";"52";"38";"0";"3284";"561";"";"179";"581";"";"1681";"";"282";"";""
"301203";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"9639";"10474";"3922";"5717";"5";"24";"1";"1";"0";"0";"0";"0";"1";"5718";"1";"0";"5718";"120";"72";"48";"0";"5598";"1098";"";"352";"1011";"";"2610";"";"527";"";""
"301204";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"28796";"31205";"10176";"18620";"16";"73";"2";"2";"0";"0";"0";"0";"2";"18619";"2";"0";"18619";"234";"158";"76";"0";"18385";"3897";"";"1182";"3562";"";"7570";"";"2174";"";""
"301205";"gm. Rozdrażew";"krotoszyński";"wielkopolskie";"3670";"4027";"1446";"2224";"2";"5";"0";"0";"0";"0";"0";"0";"0";"2223";"0";"0";"2223";"38";"23";"15";"0";"2185";"222";"";"131";"420";"";"1296";"";"116";"";""
"301206";"gm. Zduny";"krotoszyński";"wielkopolskie";"5337";"5760";"2147";"3190";"4";"9";"0";"0";"0";"0";"0";"0";"0";"3190";"0";"0";"3190";"64";"34";"30";"0";"3126";"584";"";"238";"427";"";"1434";"";"443";"";""
"301301";"gm. Krzemieniewo";"leszczyński";"wielkopolskie";"6051";"6583";"2367";"3684";"3";"10";"1";"1";"0";"0";"0";"0";"1";"3684";"1";"0";"3684";"96";"63";"33";"0";"3588";"696";"";"275";"431";"";"1718";"";"468";"";""
"301302";"gm. Lipno";"leszczyński";"wielkopolskie";"5681";"6248";"1811";"3870";"1";"15";"1";"1";"0";"0";"0";"0";"1";"3870";"1";"0";"3870";"71";"45";"26";"0";"3799";"970";"";"302";"434";"";"1418";"";"675";"";""
"301303";"gm. Osieczna";"leszczyński";"wielkopolskie";"6600";"7209";"2353";"4247";"3";"15";"0";"0";"0";"0";"0";"0";"0";"4246";"0";"0";"4246";"96";"67";"29";"0";"4150";"1140";"";"298";"441";"";"1707";"";"564";"";""
"301304";"gm. Rydzyna";"leszczyński";"wielkopolskie";"6742";"7295";"2274";"4468";"3";"17";"0";"0";"0";"0";"0";"0";"0";"4468";"0";"0";"4468";"76";"50";"26";"0";"4392";"1223";"";"335";"509";"";"1673";"";"652";"";""
"301305";"gm. Święciechowa";"leszczyński";"wielkopolskie";"5601";"6106";"1945";"3656";"1";"11";"0";"0";"0";"0";"0";"0";"0";"3656";"0";"0";"3656";"57";"35";"22";"0";"3599";"907";"";"269";"513";"";"1342";"";"568";"";""
"301306";"gm. Wijewo";"leszczyński";"wielkopolskie";"2650";"2954";"933";"1717";"0";"54";"0";"0";"0";"0";"0";"0";"0";"1717";"0";"0";"1717";"57";"41";"16";"0";"1660";"268";"";"142";"317";"";"750";"";"183";"";""
"301307";"gm. Włoszakowice";"leszczyński";"wielkopolskie";"6661";"7347";"2330";"4331";"1";"31";"0";"0";"0";"0";"0";"0";"0";"4331";"0";"0";"4331";"101";"63";"38";"0";"4230";"946";"";"251";"642";"";"1767";"";"624";"";""
"301401";"gm. Chrzypsko Wielkie";"międzychodzki";"wielkopolskie";"2387";"2685";"1009";"1378";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1378";"0";"0";"1378";"37";"24";"13";"0";"1341";"397";"";"57";"123";"";"545";"";"219";"";""
"301402";"gm. Kwilcz";"międzychodzki";"wielkopolskie";"4503";"4951";"1777";"2726";"4";"5";"0";"0";"0";"0";"0";"0";"0";"2726";"0";"0";"2726";"69";"59";"10";"0";"2657";"773";"";"124";"442";"";"992";"";"326";"";""
"301403";"gm. Międzychód";"międzychodzki";"wielkopolskie";"13255";"14194";"4788";"8467";"9";"54";"0";"0";"0";"0";"0";"0";"0";"8465";"0";"0";"8465";"129";"92";"37";"0";"8336";"2707";"";"595";"682";"";"2447";"";"1905";"";""
"301404";"gm. Sieraków";"międzychodzki";"wielkopolskie";"6161";"6818";"2415";"3746";"8";"34";"0";"0";"0";"0";"0";"0";"0";"3746";"0";"0";"3746";"81";"55";"26";"0";"3665";"1133";"";"173";"265";"";"1214";"";"880";"";""
"301501";"gm. Kuślin";"nowotomyski";"wielkopolskie";"3927";"4256";"1556";"2371";"2";"7";"1";"1";"0";"0";"0";"0";"1";"2365";"1";"1";"2364";"70";"51";"19";"0";"2294";"604";"";"138";"334";"";"1027";"";"191";"";""
"301502";"gm. Lwówek";"nowotomyski";"wielkopolskie";"6419";"7068";"2556";"3863";"7";"14";"0";"0";"0";"0";"0";"0";"0";"3863";"0";"0";"3863";"71";"53";"18";"0";"3792";"1277";"";"210";"500";"";"1539";"";"266";"";""
"301503";"gm. Miedzichowo";"nowotomyski";"wielkopolskie";"2661";"2959";"967";"1694";"1";"18";"0";"0";"0";"0";"0";"0";"0";"1694";"0";"0";"1694";"58";"52";"6";"0";"1636";"552";"";"96";"164";"";"651";"";"173";"";""
"301504";"gm. Nowy Tomyśl";"nowotomyski";"wielkopolskie";"18575";"20335";"5561";"13014";"11";"46";"1";"1";"0";"0";"0";"0";"1";"13013";"1";"0";"13013";"175";"121";"54";"0";"12838";"5532";"";"905";"1098";"";"3792";"";"1511";"";""
"301505";"gm. Opalenica";"nowotomyski";"wielkopolskie";"11326";"12483";"3546";"7780";"3";"30";"0";"0";"0";"0";"0";"0";"0";"7780";"0";"0";"7780";"117";"85";"32";"0";"7663";"2658";"";"444";"1227";"";"2684";"";"650";"";""
"301506";"gm. Zbąszyń";"nowotomyski";"wielkopolskie";"9693";"10579";"3028";"6665";"6";"29";"0";"0";"0";"0";"0";"0";"0";"6665";"0";"0";"6665";"108";"61";"47";"0";"6557";"3147";"";"518";"386";"";"2067";"";"439";"";""
"301601";"gm. Oborniki";"obornicki";"wielkopolskie";"23496";"25794";"7307";"16189";"21";"59";"1";"1";"0";"0";"0";"0";"1";"16188";"1";"0";"16188";"223";"167";"56";"0";"15965";"4580";"";"1033";"3513";"";"4825";"";"2014";"";""
"301602";"gm. Rogoźno";"obornicki";"wielkopolskie";"12413";"13601";"4731";"7682";"5";"29";"1";"1";"0";"0";"0";"0";"1";"7683";"1";"0";"7683";"129";"95";"34";"0";"7554";"2057";"";"500";"1101";"";"2742";"";"1154";"";""
"301603";"gm. Ryczywół";"obornicki";"wielkopolskie";"5087";"5556";"2078";"3009";"0";"13";"0";"0";"0";"0";"0";"0";"0";"3009";"0";"0";"3009";"73";"57";"16";"0";"2936";"595";"";"188";"709";"";"1159";"";"285";"";""
"301701";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"52246";"56480";"15308";"36938";"25";"202";"9";"9";"0";"1";"0";"0";"8";"36937";"8";"4";"36933";"420";"276";"144";"0";"36513";"14377";"";"2305";"2956";"";"12132";"";"4743";"";""
"301702";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"11131";"12159";"4112";"7019";"5";"19";"0";"0";"0";"0";"0";"0";"0";"7018";"0";"0";"7018";"124";"92";"32";"0";"6894";"1477";"";"510";"781";"";"3396";"";"730";"";""
"301703";"gm. Odolanów";"ostrowski";"wielkopolskie";"10572";"11517";"3778";"6794";"12";"15";"0";"0";"0";"0";"0";"0";"0";"6794";"0";"0";"6794";"149";"104";"45";"0";"6645";"1128";"";"505";"512";"";"3736";"";"764";"";""
"301704";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"13588";"14868";"4858";"8730";"8";"33";"0";"0";"0";"0";"0";"0";"0";"8729";"0";"0";"8729";"145";"107";"38";"0";"8584";"1817";"";"563";"1224";"";"4248";"";"732";"";""
"301705";"gm. Przygodzice";"ostrowski";"wielkopolskie";"8676";"9503";"2840";"5836";"0";"19";"0";"0";"0";"0";"0";"0";"0";"5836";"0";"0";"5836";"111";"83";"28";"0";"5725";"1199";"";"362";"867";"";"2740";"";"557";"";""
"301706";"gm. Raszków";"ostrowski";"wielkopolskie";"8380";"9144";"3033";"5347";"3";"12";"0";"0";"0";"0";"0";"0";"0";"5347";"0";"0";"5347";"89";"68";"21";"0";"5258";"968";"";"323";"640";"";"2902";"";"425";"";""
"301707";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"6950";"7562";"2850";"4100";"3";"8";"0";"0";"0";"0";"0";"0";"0";"4100";"0";"0";"4100";"72";"50";"22";"0";"4028";"576";"";"303";"496";"";"2373";"";"280";"";""
"301708";"gm. Sośnie";"ostrowski";"wielkopolskie";"4733";"5205";"2004";"2729";"2";"7";"0";"0";"0";"0";"0";"0";"0";"2729";"0";"0";"2729";"66";"41";"25";"0";"2663";"450";"";"200";"333";"";"1465";"";"215";"";""
"301801";"gm. Czajków";"ostrzeszowski";"wielkopolskie";"1861";"2037";"706";"1155";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"13";"10";"3";"0";"1142";"123";"";"67";"267";"";"580";"";"105";"";""
"301802";"gm. Doruchów";"ostrzeszowski";"wielkopolskie";"3851";"4171";"1532";"2319";"3";"3";"0";"0";"0";"0";"0";"0";"0";"2319";"0";"0";"2319";"41";"27";"14";"0";"2278";"298";"";"133";"465";"";"1234";"";"148";"";""
"301803";"gm. Grabów nad Prosną";"ostrzeszowski";"wielkopolskie";"5741";"6242";"2133";"3608";"2";"26";"0";"0";"0";"0";"0";"0";"0";"3607";"0";"0";"3607";"77";"56";"21";"0";"3530";"391";"";"251";"903";"";"1645";"";"340";"";""
"301804";"gm. Kobyla Góra";"ostrzeszowski";"wielkopolskie";"4411";"4764";"1672";"2739";"1";"23";"0";"0";"0";"0";"0";"0";"0";"2736";"0";"0";"2736";"54";"41";"13";"0";"2682";"510";"";"216";"673";"";"1046";"";"237";"";""
"301805";"gm. Kraszewice";"ostrzeszowski";"wielkopolskie";"2580";"2815";"1020";"1560";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1560";"0";"0";"1560";"28";"18";"10";"0";"1532";"192";"";"87";"419";"";"748";"";"86";"";""
"301806";"gm. Mikstat";"ostrzeszowski";"wielkopolskie";"4430";"4823";"1737";"2693";"0";"20";"0";"0";"0";"0";"0";"0";"0";"2693";"0";"0";"2693";"55";"43";"12";"0";"2638";"253";"";"144";"355";"";"1701";"";"185";"";""
"301807";"gm. Ostrzeszów";"ostrzeszowski";"wielkopolskie";"17374";"18744";"6127";"11247";"11";"35";"5";"5";"0";"0";"0";"0";"5";"11252";"5";"0";"11252";"145";"100";"45";"0";"11107";"3152";"";"642";"2001";"";"4117";"";"1195";"";""
"301901";"m. Piła";"pilski";"wielkopolskie";"50841";"55130";"14909";"35945";"48";"241";"4";"4";"0";"0";"0";"0";"4";"35937";"4";"2";"35935";"307";"172";"135";"0";"35628";"12490";"";"2253";"3604";"";"10814";"";"6467";"";""
"301902";"gm. Białośliwie";"pilski";"wielkopolskie";"3401";"3706";"1202";"2199";"4";"7";"0";"0";"0";"0";"0";"0";"0";"2199";"0";"0";"2199";"47";"34";"13";"0";"2152";"361";"";"154";"505";"";"941";"";"191";"";""
"301903";"gm. Kaczory";"pilski";"wielkopolskie";"5521";"6113";"1830";"3691";"9";"27";"0";"0";"0";"0";"0";"0";"0";"3691";"0";"0";"3691";"55";"38";"17";"0";"3636";"832";"";"285";"558";"";"1559";"";"402";"";""
"301904";"gm. Łobżenica";"pilski";"wielkopolskie";"6757";"7343";"2929";"3828";"2";"8";"0";"0";"0";"0";"0";"0";"0";"3828";"0";"0";"3828";"107";"79";"28";"0";"3721";"480";"";"198";"617";"";"2125";"";"301";"";""
"301905";"gm. Miasteczko Krajeńskie";"pilski";"wielkopolskie";"2317";"2504";"960";"1357";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1356";"0";"0";"1356";"22";"17";"5";"0";"1334";"304";"";"112";"230";"";"518";"";"170";"";""
"301906";"gm. Szydłowo";"pilski";"wielkopolskie";"6335";"6859";"2358";"3977";"8";"18";"1";"1";"0";"0";"0";"0";"1";"3977";"1";"1";"3976";"70";"54";"16";"0";"3906";"1109";"";"312";"554";"";"1347";"";"584";"";""
"301907";"gm. Ujście";"pilski";"wielkopolskie";"5661";"6220";"2091";"3570";"1";"22";"0";"0";"0";"0";"0";"0";"0";"3570";"0";"0";"3570";"70";"49";"21";"0";"3500";"963";"";"242";"489";"";"1334";"";"472";"";""
"301908";"gm. Wyrzysk";"pilski";"wielkopolskie";"9912";"10773";"4158";"5754";"5";"23";"1";"1";"0";"0";"0";"0";"1";"5755";"1";"1";"5754";"138";"101";"37";"0";"5616";"1204";"";"397";"802";"";"2572";"";"641";"";""
"301909";"gm. Wysoka";"pilski";"wielkopolskie";"4629";"5047";"1965";"2665";"1";"8";"0";"0";"0";"0";"0";"0";"0";"2664";"0";"0";"2664";"45";"29";"16";"0";"2619";"515";"";"186";"369";"";"1314";"";"235";"";""
"302001";"gm. Chocz";"pleszewski";"wielkopolskie";"3490";"3812";"1456";"2034";"5";"5";"1";"1";"0";"0";"0";"0";"1";"2035";"1";"0";"2035";"34";"21";"13";"0";"2001";"237";"";"126";"413";"";"1003";"";"222";"";""
"302002";"gm. Czermin";"pleszewski";"wielkopolskie";"3471";"3794";"1181";"2290";"4";"8";"0";"0";"0";"0";"0";"0";"0";"2290";"0";"0";"2290";"49";"35";"14";"0";"2241";"232";"";"105";"509";"";"1275";"";"120";"";""
"302003";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"5842";"6309";"2356";"3486";"7";"9";"0";"0";"0";"0";"0";"0";"0";"3487";"0";"1";"3486";"107";"77";"30";"0";"3379";"370";"";"151";"1043";"";"1576";"";"239";"";""
"302004";"gm. Gizałki";"pleszewski";"wielkopolskie";"3324";"3597";"1389";"1936";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1936";"0";"0";"1936";"54";"36";"18";"0";"1882";"195";"";"79";"296";"";"1202";"";"110";"";""
"302005";"gm. Gołuchów";"pleszewski";"wielkopolskie";"7884";"8568";"2722";"5162";"6";"45";"0";"0";"0";"0";"0";"0";"0";"5162";"0";"0";"5162";"96";"70";"26";"0";"5066";"874";"";"280";"947";"";"2492";"";"473";"";""
"302006";"gm. Pleszew";"pleszewski";"wielkopolskie";"21454";"23078";"7852";"13602";"24";"38";"0";"0";"0";"0";"0";"0";"0";"13600";"0";"0";"13600";"196";"128";"68";"0";"13404";"3816";"";"816";"1731";"";"5514";"";"1527";"";""
"302101";"m. Luboń";"poznański";"wielkopolskie";"21456";"23781";"3888";"17568";"13";"105";"2";"2";"0";"0";"0";"0";"2";"17559";"2";"0";"17559";"167";"97";"70";"0";"17392";"7637";"";"1256";"1094";"";"4562";"";"2843";"";""
"302102";"m. Puszczykowo";"poznański";"wielkopolskie";"7238";"7965";"1236";"6002";"11";"42";"0";"0";"0";"0";"0";"0";"0";"6001";"0";"4";"5997";"50";"27";"23";"0";"5947";"3081";"";"287";"301";"";"1544";"";"734";"";""
"302103";"gm. Buk";"poznański";"wielkopolskie";"8799";"9666";"2441";"6358";"4";"49";"0";"0";"0";"0";"0";"0";"0";"6356";"0";"0";"6356";"103";"67";"36";"0";"6253";"2078";"";"415";"791";"";"2250";"";"719";"";""
"302104";"gm. Czerwonak";"poznański";"wielkopolskie";"19090";"21020";"4079";"15011";"7";"115";"3";"3";"0";"0";"0";"0";"3";"15000";"3";"4";"14996";"149";"95";"54";"0";"14847";"6605";"";"881";"956";"";"4230";"";"2175";"";""
"302105";"gm. Dopiewo";"poznański";"wielkopolskie";"18825";"19765";"3542";"15283";"15";"139";"1";"1";"0";"0";"0";"0";"1";"15282";"1";"0";"15282";"140";"87";"53";"0";"15142";"7385";"";"965";"1313";"";"3434";"";"2045";"";""
"302106";"gm. Kleszczewo";"poznański";"wielkopolskie";"5920";"6312";"1242";"4678";"3";"25";"0";"0";"0";"0";"0";"0";"0";"4674";"0";"2";"4672";"63";"38";"25";"0";"4609";"1847";"";"342";"429";"";"1356";"";"635";"";""
"302107";"gm. Komorniki";"poznański";"wielkopolskie";"19575";"21302";"3308";"16266";"6";"149";"2";"2";"0";"0";"0";"0";"2";"16264";"2";"5";"16259";"142";"76";"66";"0";"16117";"8007";"";"1109";"1130";"";"3362";"";"2509";"";""
"302108";"gm. Kostrzyn";"poznański";"wielkopolskie";"12952";"14217";"4174";"8778";"2";"27";"0";"0";"0";"0";"0";"0";"0";"8776";"0";"0";"8776";"126";"79";"47";"0";"8650";"2875";"";"725";"892";"";"3047";"";"1111";"";""
"302109";"gm. Kórnik";"poznański";"wielkopolskie";"19531";"21167";"4217";"15314";"10";"101";"0";"0";"0";"0";"0";"0";"0";"15310";"0";"0";"15310";"151";"97";"54";"0";"15159";"6621";"";"1150";"1095";"";"4151";"";"2142";"";""
"302110";"gm. Mosina";"poznański";"wielkopolskie";"22886";"24886";"5513";"17373";"7";"107";"2";"2";"0";"0";"0";"0";"2";"17373";"2";"0";"17373";"211";"150";"61";"0";"17162";"6779";"";"1151";"1285";"";"5432";"";"2515";"";""
"302111";"gm. Murowana Goślina";"poznański";"wielkopolskie";"12459";"12925";"3835";"8624";"1";"43";"0";"0";"0";"0";"0";"0";"0";"8624";"0";"5";"8619";"106";"74";"32";"0";"8513";"3362";"";"594";"701";"";"2509";"";"1347";"";""
"302112";"gm. Pobiedziska";"poznański";"wielkopolskie";"13810";"15185";"3786";"10022";"11";"76";"3";"3";"1";"0";"0";"0";"2";"10023";"2";"0";"10023";"138";"93";"45";"0";"9885";"3614";"";"688";"1040";"";"3029";"";"1514";"";""
"302113";"gm. Rokietnica";"poznański";"wielkopolskie";"11928";"13407";"1881";"10047";"7";"68";"0";"0";"0";"0";"0";"0";"0";"10042";"0";"4";"10038";"61";"31";"30";"0";"9977";"4890";"";"655";"633";"";"2289";"";"1510";"";""
"302114";"gm. Stęszew";"poznański";"wielkopolskie";"10739";"11826";"3356";"7383";"4";"26";"0";"0";"0";"0";"0";"0";"0";"7382";"0";"1";"7381";"131";"96";"35";"0";"7250";"2187";"";"507";"1331";"";"2350";"";"875";"";""
"302115";"gm. Suchy Las";"poznański";"wielkopolskie";"11909";"13159";"1500";"10409";"12";"73";"0";"0";"0";"0";"0";"0";"0";"10409";"0";"3";"10406";"70";"36";"34";"0";"10336";"5095";"";"607";"649";"";"2389";"";"1596";"";""
"302116";"gm. Swarzędz";"poznański";"wielkopolskie";"34275";"37647";"6961";"27314";"15";"129";"4";"3";"2";"0";"0";"0";"1";"27312";"1";"7";"27305";"268";"149";"119";"0";"27037";"11691";"";"1825";"2084";"";"7231";"";"4206";"";""
"302117";"gm. Tarnowo Podgórne";"poznański";"wielkopolskie";"18588";"20732";"2632";"15956";"12";"137";"0";"0";"0";"0";"0";"0";"0";"15954";"0";"4";"15950";"124";"69";"55";"0";"15826";"8663";"";"800";"876";"";"3745";"";"1742";"";""
"302201";"gm. Bojanowo";"rawicki";"wielkopolskie";"6213";"6751";"2611";"3602";"0";"18";"0";"0";"0";"0";"0";"0";"0";"3602";"0";"0";"3602";"97";"69";"28";"0";"3505";"641";"";"276";"548";"";"1472";"";"568";"";""
"302202";"gm. Jutrosin";"rawicki";"wielkopolskie";"4969";"5460";"2162";"2807";"0";"11";"0";"0";"0";"0";"0";"0";"0";"2807";"0";"0";"2807";"67";"44";"23";"0";"2740";"451";"";"123";"501";"";"1330";"";"335";"";""
"302203";"gm. Miejska Górka";"rawicki";"wielkopolskie";"6650";"7301";"2717";"3933";"3";"22";"0";"0";"0";"0";"0";"0";"0";"3933";"0";"0";"3933";"115";"94";"21";"0";"3818";"526";"";"237";"410";"";"1793";"";"852";"";""
"302204";"gm. Pakosław";"rawicki";"wielkopolskie";"3360";"3682";"1320";"2040";"2";"9";"0";"0";"0";"0";"0";"0";"0";"2040";"0";"0";"2040";"59";"39";"20";"0";"1981";"291";"";"98";"385";"";"1026";"";"181";"";""
"302205";"gm. Rawicz";"rawicki";"wielkopolskie";"22355";"24056";"8517";"13838";"5";"52";"2";"2";"0";"0";"0";"0";"2";"13834";"2";"0";"13834";"194";"129";"65";"0";"13640";"3930";"";"889";"1335";"";"4836";"";"2650";"";""
"302301";"m. Słupca";"słupecki";"wielkopolskie";"9992";"10776";"3276";"6716";"5";"29";"1";"1";"0";"0";"0";"0";"1";"6717";"1";"0";"6717";"83";"63";"20";"0";"6634";"1412";"35";"341";"1144";"";"2638";"";"1064";"";""
"302302";"gm. Lądek";"słupecki";"wielkopolskie";"4217";"4615";"1725";"2492";"4";"10";"0";"0";"0";"0";"0";"0";"0";"2492";"0";"0";"2492";"28";"22";"6";"0";"2464";"345";"10";"131";"351";"";"1374";"";"253";"";""
"302303";"gm. Orchowo";"słupecki";"wielkopolskie";"2780";"3020";"1207";"1573";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1573";"0";"0";"1573";"36";"23";"13";"0";"1537";"238";"13";"114";"221";"";"761";"";"190";"";""
"302304";"gm. Ostrowite";"słupecki";"wielkopolskie";"3788";"4200";"1774";"2014";"3";"13";"2";"2";"1";"0";"0";"0";"1";"2015";"1";"0";"2015";"45";"35";"10";"0";"1970";"215";"8";"93";"217";"";"1234";"";"203";"";""
"302305";"gm. Powidz";"słupecki";"wielkopolskie";"1656";"1890";"430";"1226";"0";"36";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"25";"16";"9";"0";"1201";"238";"10";"77";"104";"";"551";"";"221";"";""
"302306";"gm. Słupca";"słupecki";"wielkopolskie";"6907";"7594";"2707";"4200";"4";"8";"0";"0";"0";"0";"0";"0";"0";"4200";"0";"0";"4200";"86";"60";"26";"0";"4114";"537";"24";"247";"521";"";"2386";"";"399";"";""
"302307";"gm. Strzałkowo";"słupecki";"wielkopolskie";"7263";"7922";"2637";"4626";"1";"13";"0";"0";"0";"0";"0";"0";"0";"4626";"0";"0";"4626";"76";"46";"30";"0";"4550";"838";"34";"343";"582";"";"2189";"";"564";"";""
